listing_id,date
49970,2015-08-28
49970,2015-09-19
49970,2015-11-11
49970,2015-12-29
49970,2016-03-06
49970,2016-03-31
49970,2016-07-09
49970,2016-07-18
49970,2016-08-20
49970,2016-11-06
49970,2016-11-22
49970,2016-12-22
49970,2017-01-01
49970,2017-04-07
49970,2017-04-29
49970,2017-05-31
49970,2017-06-03
49970,2017-06-23
49970,2017-06-28
49970,2017-07-01
49970,2017-07-10
49970,2017-07-17
49970,2017-08-31
49970,2017-09-10
49970,2017-09-25
49970,2017-12-26
49970,2018-02-28
49970,2018-05-30
49970,2018-12-19
49970,2018-12-21
49970,2018-12-24
49970,2018-12-26
49970,2018-12-31
49970,2019-01-02
49970,2019-01-10
49970,2019-01-18
49970,2019-01-20
49970,2019-01-24
49970,2019-02-02
49970,2019-02-05
49970,2019-02-08
49970,2019-02-15
49970,2019-09-13
49970,2019-09-22
49970,2019-10-02
49970,2019-10-06
49970,2020-04-15
49970,2020-04-30
49970,2021-04-30
49970,2021-05-31
49970,2021-06-24
49970,2021-07-22
49970,2021-09-21
49970,2021-11-01
49970,2021-11-03
93263,2012-07-09
93263,2017-05-07
93263,2017-05-25
93263,2017-06-30
93263,2017-07-10
93263,2017-11-07
93263,2017-11-16
93263,2018-01-06
93263,2018-07-06
93263,2018-07-21
93263,2018-08-11
93263,2018-08-31
93263,2018-09-08
93263,2018-09-29
93263,2018-10-19
93263,2018-12-03
93263,2019-05-20
93263,2019-07-12
93263,2019-07-17
93263,2019-07-24
93263,2019-08-03
93263,2019-08-26
93263,2019-09-05
93263,2019-09-12
93263,2019-11-08
389125,2012-03-26
389125,2012-03-26
389125,2012-03-26
389125,2012-03-26
389125,2012-12-11
389125,2013-04-12
389125,2013-05-13
389125,2013-05-28
389125,2013-06-09
389125,2013-06-18
389125,2013-06-25
389125,2013-07-11
389125,2013-07-18
389125,2013-07-22
389125,2013-07-26
389125,2013-08-16
389125,2013-09-18
389125,2013-09-27
389125,2013-10-03
389125,2013-10-09
389125,2013-10-14
389125,2013-10-22
389125,2013-10-29
389125,2013-11-05
389125,2013-11-13
389125,2013-12-09
389125,2014-01-16
389125,2014-04-08
389125,2014-04-15
389125,2014-04-26
389125,2014-04-29
389125,2014-05-11
389125,2014-06-27
389125,2014-06-30
389125,2014-08-12
389125,2014-09-14
389125,2014-09-22
389125,2014-10-04
389125,2014-10-24
389125,2014-10-27
389125,2015-04-19
389125,2015-05-19
389125,2015-06-22
389125,2015-09-10
389125,2015-09-16
389125,2015-09-27
389125,2015-10-11
389125,2016-04-12
389125,2016-09-11
389125,2018-06-10
389125,2018-07-09
389125,2018-10-07
389125,2018-10-25
389125,2018-11-19
389125,2018-11-25
389125,2018-12-02
389125,2019-01-03
389125,2019-05-27
389125,2019-06-10
389125,2019-06-18
389125,2019-07-16
389125,2019-08-13
389125,2019-09-09
389125,2019-09-22
389125,2019-11-07
389125,2021-08-22
389125,2021-09-17
464789,2012-08-01
464789,2012-08-05
464789,2012-08-10
464789,2012-08-14
464789,2012-10-06
464789,2012-12-17
464789,2013-01-04
464789,2013-08-18
525339,2014-09-25
525339,2014-12-28
525339,2019-06-23
604687,2012-10-10
604687,2013-07-30
604687,2013-09-28
604687,2013-10-16
604687,2013-11-14
604687,2014-05-11
604687,2014-05-22
604687,2014-11-18
604687,2015-03-29
604687,2015-04-24
604687,2016-01-30
604687,2016-04-15
604687,2016-07-17
604687,2016-09-15
604687,2017-02-24
604687,2017-04-25
604687,2017-07-29
604687,2017-08-18
604687,2017-10-24
604687,2017-12-09
604687,2018-02-24
604687,2018-03-08
604687,2018-04-02
604687,2018-04-08
604687,2018-04-22
604687,2018-05-07
604687,2018-07-02
604687,2018-07-14
604687,2018-07-21
604687,2018-08-12
604687,2018-09-11
604687,2018-10-14
604687,2018-10-23
604687,2018-11-07
604687,2018-11-19
604687,2018-11-26
604687,2019-01-28
604687,2019-03-08
604687,2019-04-29
604687,2019-05-28
604687,2019-07-27
604687,2019-08-10
604687,2019-08-18
604687,2019-09-13
604687,2019-09-22
604687,2019-10-30
604687,2019-11-22
604687,2019-12-27
714723,2012-11-05
714723,2012-11-11
714723,2012-11-22
714723,2012-11-26
714723,2012-12-04
714723,2012-12-17
714723,2013-01-03
714723,2013-04-02
714723,2013-04-08
714723,2013-04-14
714723,2013-04-23
714723,2013-05-10
714723,2013-05-16
714723,2013-05-20
714723,2013-05-25
714723,2013-06-02
714723,2013-06-09
714723,2013-06-20
714723,2013-06-25
714723,2013-07-13
714723,2013-08-16
714723,2013-08-19
714723,2013-08-25
714723,2013-08-29
714723,2013-09-25
714723,2013-10-01
714723,2013-10-07
714723,2013-12-16
714723,2013-12-31
714723,2014-01-04
714723,2014-01-06
714723,2014-01-28
714723,2014-02-19
714723,2014-03-18
714723,2014-03-25
714723,2014-04-04
714723,2014-04-08
714723,2014-04-13
714723,2014-04-16
714723,2014-05-06
714723,2014-05-12
714723,2014-05-25
714723,2014-05-29
714723,2014-06-05
714723,2014-06-25
714723,2014-06-29
714723,2014-07-02
714723,2014-08-10
714723,2014-08-17
714723,2014-08-21
714723,2014-08-27
714723,2014-09-05
714723,2014-09-22
714723,2014-10-08
714723,2014-10-15
714723,2014-11-02
714723,2014-11-08
714723,2014-11-17
714723,2014-11-23
714723,2015-01-24
714723,2015-02-26
714723,2015-03-03
714723,2015-04-04
714723,2015-04-11
714723,2015-04-23
714723,2015-05-03
714723,2015-05-10
714723,2015-05-23
714723,2015-05-28
714723,2015-06-14
714723,2015-06-21
714723,2015-06-25
714723,2015-07-13
714723,2015-08-01
714723,2015-09-14
714723,2015-09-23
714723,2015-11-12
714723,2015-12-30
714723,2016-01-05
714723,2016-02-10
714723,2016-02-16
714723,2016-03-13
714723,2016-03-22
714723,2016-03-29
714723,2016-04-13
714723,2016-04-20
714723,2016-04-26
714723,2016-05-06
714723,2016-05-15
714723,2016-08-09
714723,2016-08-22
714723,2016-11-14
714723,2016-11-20
714723,2016-11-27
714723,2016-12-03
714723,2016-12-09
714723,2016-12-27
714723,2016-12-30
714723,2017-01-02
714723,2017-01-06
714723,2017-01-10
714723,2017-01-16
714723,2017-01-30
714723,2017-02-09
714723,2017-02-22
714723,2017-03-09
714723,2017-03-18
714723,2017-03-25
714723,2017-04-09
714723,2017-05-01
714723,2017-05-08
714723,2017-05-26
714723,2017-06-13
714723,2017-06-21
714723,2017-06-26
714723,2017-07-01
714723,2017-07-05
714723,2017-07-16
714723,2017-08-04
714723,2017-08-13
714723,2017-08-20
714723,2017-09-25
714723,2018-01-07
714723,2018-01-28
714723,2018-02-10
714723,2018-02-17
714723,2018-02-22
714723,2018-02-28
714723,2018-03-08
714723,2018-03-17
714723,2018-03-31
714723,2018-04-07
714723,2018-04-17
714723,2018-05-01
714723,2018-05-22
714723,2018-06-27
714723,2018-07-24
714723,2018-07-29
714723,2018-09-12
714723,2019-01-08
714723,2019-01-12
714723,2019-01-22
714723,2019-02-04
714723,2019-02-18
714723,2019-02-22
714723,2019-03-16
714723,2019-03-31
714723,2019-04-12
714723,2019-04-27
714723,2019-05-08
714723,2019-07-19
714723,2020-01-04
714723,2020-03-04
714723,2020-03-17
714723,2021-07-30
714723,2021-10-04
934366,2013-03-03
934366,2013-04-01
934366,2013-04-08
934366,2013-04-29
934366,2013-05-23
934366,2013-06-22
934366,2013-06-24
934366,2013-07-31
934366,2013-08-02
934366,2013-08-18
934366,2013-09-15
934366,2013-09-24
934366,2013-10-15
934366,2013-10-19
934366,2013-10-22
934366,2013-10-25
934366,2013-10-31
934366,2013-11-18
934366,2013-11-28
934366,2013-12-04
934366,2013-12-11
934366,2014-01-06
934366,2014-01-23
934366,2014-01-28
934366,2014-02-03
934366,2014-02-17
934366,2014-03-03
934366,2014-03-25
934366,2014-05-04
934366,2014-05-08
934366,2014-05-20
934366,2014-06-08
934366,2014-06-29
934366,2014-07-15
934366,2014-07-19
934366,2014-09-05
934366,2014-09-13
934366,2014-09-17
934366,2014-09-26
934366,2014-09-29
934366,2014-10-06
934366,2014-10-13
934366,2014-10-18
934366,2014-10-28
934366,2014-11-04
934366,2014-11-10
934366,2014-11-19
934366,2014-11-23
934366,2014-12-28
934366,2015-01-02
934366,2015-02-05
934366,2015-02-18
934366,2015-02-23
934366,2015-03-20
934366,2015-05-21
934366,2016-04-14
934366,2016-04-24
934366,2016-04-30
934366,2016-05-12
934366,2016-05-16
934366,2016-05-28
934366,2016-06-05
934366,2016-06-10
934366,2016-06-16
934366,2016-07-06
934366,2016-07-10
934366,2016-07-12
934366,2016-07-19
934366,2016-07-26
934366,2016-07-30
934366,2016-08-09
934366,2016-08-16
934366,2016-08-22
934366,2016-08-30
934366,2016-09-05
934366,2016-09-08
934366,2016-09-16
934366,2016-09-19
934366,2016-09-23
934366,2016-09-28
934366,2016-09-29
934366,2016-10-02
934366,2016-10-05
934366,2016-10-11
934366,2016-10-13
934366,2016-10-16
934366,2016-10-24
934366,2016-10-30
934366,2016-11-04
934366,2016-11-12
934366,2016-11-18
934366,2016-11-20
934366,2016-12-05
934366,2016-12-16
934366,2016-12-30
934366,2017-01-05
934366,2017-02-09
934366,2017-02-15
934366,2017-04-18
934366,2017-05-12
934366,2017-05-25
934366,2017-06-01
934366,2017-06-04
934366,2017-06-13
934366,2017-06-17
934366,2017-06-30
934366,2017-07-02
934366,2017-07-07
934366,2017-07-11
934366,2017-08-01
934366,2017-09-06
934366,2017-10-30
934366,2017-11-11
934366,2017-11-18
934366,2018-02-09
934366,2018-02-15
934366,2018-03-25
934366,2018-04-22
934366,2018-05-07
934366,2018-05-14
934366,2018-07-01
934366,2018-07-07
934366,2018-07-11
934366,2018-07-16
934366,2018-08-12
934366,2018-08-23
934366,2018-09-02
934366,2018-09-05
934366,2018-09-20
934366,2018-09-30
934366,2018-10-09
934366,2018-10-12
934366,2018-10-14
934366,2018-10-28
934366,2018-11-02
934366,2018-11-04
934366,2018-11-10
934366,2018-11-16
934366,2018-11-19
934366,2018-11-25
934366,2018-12-04
934366,2018-12-09
934366,2018-12-18
934366,2018-12-27
934366,2019-01-01
934366,2019-01-08
934366,2019-02-22
934366,2019-03-03
934366,2019-03-10
934366,2019-03-17
934366,2019-03-29
934366,2019-03-31
934366,2019-04-19
934366,2019-04-21
934366,2019-04-28
934366,2019-05-04
934366,2019-05-10
934366,2019-05-20
934366,2019-05-28
934366,2019-06-02
934366,2019-06-09
934366,2019-06-12
934366,2019-06-16
934366,2019-06-23
934366,2019-06-28
934366,2019-07-05
934366,2019-08-08
934366,2019-08-18
934366,2019-08-25
934366,2019-08-31
934366,2019-09-07
934366,2019-09-12
934366,2019-09-15
934366,2019-10-07
934366,2019-10-17
934366,2019-10-26
934366,2019-11-02
934366,2019-11-16
934366,2020-01-22
934366,2020-01-26
934366,2020-02-04
934366,2020-02-18
934366,2020-02-29
934366,2020-03-11
934366,2020-08-29
934366,2020-09-27
934366,2020-10-25
934366,2020-11-14
934366,2021-06-20
934366,2021-07-04
934366,2021-08-11
934366,2021-08-17
934366,2021-08-30
934366,2021-09-14
934366,2021-10-09
934366,2021-10-25
934366,2021-10-31
934366,2021-11-07
934366,2021-11-15
934366,2021-11-21
1486702,2013-08-15
1486702,2013-09-08
1486702,2013-10-28
1486702,2013-11-02
1486702,2013-11-04
1486702,2013-11-12
1486702,2013-11-19
1486702,2013-11-26
1486702,2013-11-29
1486702,2013-12-16
1486702,2014-01-25
1486702,2014-01-29
1486702,2014-02-03
1486702,2014-05-16
1486702,2014-05-20
1486702,2014-05-27
1486702,2014-06-13
1486702,2014-06-18
1486702,2014-06-25
1486702,2014-07-02
1486702,2014-07-11
1486702,2014-07-16
1486702,2014-07-20
1486702,2014-08-03
1486702,2014-08-26
1486702,2014-09-03
1486702,2014-10-01
1486702,2014-10-06
1486702,2014-10-13
1486702,2014-10-19
1486702,2014-10-24
1486702,2014-11-27
1486702,2014-12-07
1486702,2014-12-20
1486702,2014-12-23
1486702,2015-04-20
1486702,2015-05-01
1486702,2015-05-12
1486702,2015-05-18
1486702,2015-05-30
1486702,2015-06-22
1486702,2015-06-29
1486702,2015-07-05
1486702,2015-07-08
1486702,2015-07-11
1486702,2015-07-17
1486702,2015-07-27
1486702,2015-08-05
1486702,2015-08-09
1486702,2015-08-14
1486702,2015-08-27
1486702,2015-09-14
1486702,2015-09-19
1486702,2015-10-09
1486702,2015-10-25
1486702,2015-11-03
1486702,2015-11-09
1486702,2015-11-22
1486702,2015-12-07
1486702,2016-04-23
1486702,2016-05-06
1486702,2016-05-26
1486702,2016-05-31
1486702,2016-06-16
1486702,2016-06-23
1486702,2016-07-06
1486702,2016-07-12
1486702,2016-07-21
1486702,2016-07-31
1486702,2016-08-19
1486702,2016-09-13
1486702,2016-09-19
1486702,2016-09-26
1486702,2016-10-04
1486702,2016-10-16
1486702,2016-10-30
1486702,2017-01-24
1486702,2017-07-14
1486702,2017-07-26
1486702,2017-08-04
1486702,2018-07-11
1486702,2018-07-18
1486702,2018-07-28
1486702,2018-10-10
1486702,2018-10-28
1486702,2018-11-03
1486702,2018-11-22
1486702,2018-12-04
1486702,2018-12-10
1486702,2018-12-19
1486702,2019-05-04
1486702,2019-06-02
1486702,2019-06-10
1486702,2019-06-24
1486702,2019-07-05
1486702,2019-07-12
1486702,2019-07-24
1486702,2019-08-04
1486702,2019-08-25
1486702,2019-09-25
1486702,2019-11-01
1486702,2019-11-13
1486702,2020-02-02
1787171,2018-04-22
1787171,2018-04-29
1787171,2018-05-04
1787171,2018-05-19
1787171,2018-05-27
1787171,2018-06-18
1787171,2018-06-24
2059153,2014-04-20
2059153,2014-08-14
2059153,2014-10-01
2059153,2014-11-01
2059153,2014-11-03
2059153,2014-11-07
2059153,2015-03-08
2059153,2015-09-29
2059153,2015-11-23
2059153,2016-08-03
2059153,2016-08-11
2059153,2016-11-29
2059153,2016-12-24
2059153,2017-01-03
2059153,2017-02-26
2059153,2017-03-25
2059153,2017-04-06
2059153,2017-04-10
2059153,2017-04-21
2059153,2017-04-28
2059153,2017-05-24
2059153,2017-08-16
2059153,2017-09-21
2059153,2017-10-29
2059153,2018-04-28
2059153,2018-06-09
2059153,2018-06-24
2059153,2018-07-08
2059153,2018-07-10
2059153,2018-07-31
2059153,2018-08-04
2059153,2018-08-06
2059153,2018-08-09
2059153,2018-08-19
2059153,2018-08-26
2059153,2018-09-22
2059153,2018-09-24
2059153,2018-10-28
2059153,2021-04-27
2673638,2014-04-18
2673638,2014-05-02
2673638,2014-07-08
2673638,2014-08-21
2673638,2020-09-12
3182243,2015-07-03
3182243,2015-07-15
3182243,2015-07-28
3182243,2015-08-02
3182243,2015-08-24
3182243,2015-08-28
3182243,2015-09-21
3182243,2015-10-24
3182243,2015-11-12
3182243,2016-10-28
3182243,2016-11-01
3182243,2017-11-22
3182243,2018-09-05
3182243,2018-10-20
3182243,2019-11-16
3182243,2020-01-24
3327563,2014-07-01
3327563,2014-09-11
3327563,2015-03-01
3327563,2015-03-18
3327563,2015-04-21
3327563,2015-04-28
3327563,2015-05-28
3327563,2015-06-14
3327563,2015-06-22
3327563,2015-07-02
3327563,2015-07-06
3327563,2015-07-10
3327563,2015-07-15
3327563,2015-07-23
3327563,2015-07-28
3327563,2015-08-01
3327563,2015-09-18
3327563,2015-09-27
3327563,2015-10-01
3327563,2015-10-20
3327563,2015-11-01
3396807,2018-08-05
3396807,2018-09-01
3396807,2019-07-03
3461949,2014-08-19
3461949,2015-08-12
3461949,2015-10-30
3461949,2016-01-02
3461949,2018-03-18
3461949,2018-03-31
3461949,2019-08-14
3461949,2019-08-27
3461949,2019-11-30
3461949,2020-01-09
3519290,2014-07-19
3519290,2014-07-25
3519290,2014-08-11
3519290,2014-11-13
3519290,2015-02-20
3519290,2015-03-08
3519290,2015-03-15
3519290,2015-03-19
3519290,2015-04-06
3519290,2015-05-01
3519290,2015-05-25
3519290,2016-06-22
3519290,2017-05-04
3519290,2017-06-21
3519290,2017-07-07
3519290,2017-09-12
3519290,2017-10-20
3519290,2018-01-27
3519290,2018-04-29
3519290,2018-05-09
3519290,2018-05-26
3519290,2018-06-08
3519290,2018-07-28
3519290,2018-08-30
3519290,2018-09-07
3519290,2018-09-14
3519290,2018-09-29
3519290,2018-10-04
3519290,2018-11-03
3519290,2018-11-13
3519290,2018-11-24
3519290,2018-12-10
3519290,2018-12-31
3519290,2019-03-15
3519290,2019-06-05
3519290,2019-07-28
3519290,2019-08-29
3519290,2019-10-02
3519290,2019-11-04
3519290,2019-11-30
3519290,2019-12-13
3519290,2020-01-05
3519290,2020-03-16
3519290,2021-10-01
3519290,2021-11-13
3634802,2014-12-18
3634802,2015-01-24
3634802,2015-04-28
3634802,2015-06-29
3634802,2015-07-20
3634802,2015-08-22
3634802,2015-09-07
3634802,2015-09-16
3634802,2016-01-31
3634802,2016-02-21
3634802,2016-04-09
3634802,2016-04-17
3634802,2016-05-03
3634802,2016-05-13
3634802,2016-06-02
3634802,2016-06-22
3634802,2016-07-02
3634802,2016-07-12
3634802,2016-07-24
3634802,2016-08-28
3634802,2016-09-03
3634802,2016-09-06
3634802,2016-09-18
3634802,2016-10-24
3634802,2016-12-08
3634802,2016-12-22
3634802,2016-12-26
3634802,2017-01-08
3634802,2017-01-11
3634802,2017-03-05
3634802,2017-03-26
3634802,2017-03-30
3634802,2017-05-01
3634802,2017-05-07
3634802,2017-07-17
3634802,2017-11-30
3634802,2017-12-10
3634802,2017-12-14
3634802,2018-01-18
3634802,2018-01-26
3634802,2018-02-09
3634802,2018-03-07
3634802,2018-03-17
3634802,2018-04-02
3634802,2018-04-08
3634802,2018-04-17
3634802,2018-04-27
3634802,2018-12-26
3634802,2019-01-30
3634802,2019-02-16
3634802,2019-02-25
3634802,2019-04-11
3634802,2019-05-01
3634802,2019-05-23
3634802,2019-06-19
3634802,2019-08-11
3634802,2019-09-02
3634802,2019-09-15
3634802,2019-10-05
3634802,2019-10-20
3634802,2019-10-25
3634802,2019-11-17
3634802,2019-12-23
3634802,2020-01-26
3634802,2020-02-03
3634802,2020-02-07
3634802,2020-02-11
3634802,2020-02-24
3997029,2014-09-28
3997029,2014-10-05
3997029,2015-05-31
3997029,2015-09-27
3997029,2015-10-11
3997029,2015-11-01
3997029,2016-03-29
3997029,2016-05-02
4210429,2014-10-14
4210429,2015-10-05
4612667,2014-12-11
4612667,2015-01-01
4612667,2015-01-03
4612667,2015-01-09
4612667,2015-01-12
4612667,2015-01-27
4612667,2015-02-09
4612667,2015-02-12
4612667,2015-02-24
4612667,2015-02-26
4612667,2015-03-07
4612667,2015-03-10
4612667,2015-03-13
4612667,2015-03-21
4612667,2015-05-01
4612667,2015-05-03
4612667,2015-07-02
4612667,2015-07-18
4612667,2015-07-26
4612667,2015-07-27
4612667,2015-08-08
4612667,2015-08-29
4612667,2015-09-15
4612667,2015-09-22
4612667,2015-09-30
4612667,2015-10-02
4612667,2015-10-03
4612667,2015-10-17
4612667,2015-11-29
4612667,2016-01-05
4612667,2016-01-16
4612667,2016-05-21
4612667,2016-07-02
4612667,2016-07-08
4612667,2016-07-18
4612667,2016-07-25
4612667,2016-08-08
4612667,2016-08-22
4612667,2016-10-01
4612667,2016-10-08
4612667,2016-10-13
4612667,2016-10-26
4612667,2016-10-30
4612667,2016-12-08
4612667,2016-12-16
4612667,2017-01-03
4612667,2017-01-31
4612667,2017-05-01
4612667,2017-05-29
4612667,2017-07-16
4612667,2017-07-18
4612667,2017-08-05
4612667,2017-08-22
4612667,2017-09-11
4612667,2017-09-14
4612667,2017-09-16
4612667,2017-09-24
4612667,2017-10-04
4612667,2017-10-07
4612667,2017-10-31
4612667,2017-11-05
4612667,2017-11-18
4612667,2017-11-23
4612667,2017-11-26
4612667,2017-12-11
4612667,2018-01-01
4612667,2018-02-06
4612667,2018-02-14
4612667,2018-03-04
4612667,2018-03-13
4612667,2018-04-06
4612667,2018-04-14
4612667,2018-04-22
4612667,2018-04-30
4612667,2018-05-10
4612667,2018-05-20
4612667,2018-05-28
4612667,2018-06-15
4612667,2018-06-20
4612667,2018-07-02
4612667,2018-07-09
4612667,2018-07-11
4612667,2018-07-18
4612667,2018-09-13
4612667,2018-09-21
4612667,2018-09-23
4612667,2018-09-26
4612667,2018-10-15
4612667,2018-11-26
4612667,2018-12-13
4612667,2019-03-18
4612667,2019-04-22
4612667,2019-05-17
4612667,2019-06-01
4612667,2019-06-08
4612667,2019-08-03
4612667,2019-08-14
5026463,2015-02-21
5026463,2015-06-30
5026463,2015-07-20
5026463,2016-12-29
5026463,2017-01-02
5026463,2017-01-23
5026463,2017-01-31
5026463,2017-03-26
5026463,2019-08-09
5026463,2021-09-21
5026463,2021-10-14
5026463,2021-10-26
5026463,2021-11-08
5049699,2015-02-17
5049699,2015-03-21
5049699,2015-04-06
5049699,2015-04-22
5049699,2015-04-27
5049699,2015-05-04
5049699,2015-05-14
5049699,2015-06-20
5049699,2015-06-25
5049699,2015-07-04
5049699,2015-07-17
5049699,2015-09-04
5049699,2015-09-12
5049699,2015-09-21
5049699,2015-10-03
5049699,2015-10-12
5049699,2015-11-01
5049699,2015-11-14
5049699,2015-12-04
5049699,2015-12-12
5049699,2016-03-20
5049699,2016-03-25
5049699,2016-04-16
5049699,2016-05-07
5049699,2016-05-12
5049699,2016-05-18
5049699,2016-06-29
5049699,2016-10-10
5049699,2016-10-19
5049699,2016-11-20
5049699,2016-11-29
5049699,2016-12-12
5049699,2016-12-23
5049699,2017-02-05
5049699,2017-03-07
5049699,2017-05-04
5049699,2017-05-07
5049699,2017-05-13
5049699,2017-05-28
5049699,2017-06-06
5049699,2017-06-13
5049699,2017-06-15
5049699,2017-06-30
5049699,2017-07-06
5049699,2017-07-12
5049699,2017-08-20
5049699,2018-03-12
5049699,2018-09-02
5049699,2018-09-08
5049699,2018-09-30
5049699,2018-12-17
5049699,2019-02-21
5049699,2019-02-24
5049699,2019-03-13
5049699,2019-03-18
5049699,2019-03-22
5049699,2019-05-01
5049699,2019-05-07
5049699,2019-05-17
5049699,2019-05-26
5049699,2019-06-01
5049699,2019-06-13
5049699,2019-07-09
5049699,2019-11-13
5049699,2020-02-21
5706784,2016-09-28
5706784,2016-12-07
5706784,2017-05-01
5706784,2017-06-29
5706784,2017-07-01
5706784,2017-07-02
5706784,2017-07-30
5706784,2017-09-09
5706784,2017-10-09
5706784,2017-10-15
5706784,2017-10-21
5706784,2018-01-20
5706784,2018-03-25
5706784,2018-04-23
5706784,2018-06-05
5706784,2018-06-16
5706784,2018-06-17
5706784,2018-06-25
5706784,2018-07-01
5706784,2018-07-10
5706784,2018-07-14
5706784,2018-07-15
5706784,2018-07-22
5706784,2018-07-27
5706784,2018-07-31
5706784,2018-08-05
5706784,2018-09-02
5706784,2018-09-15
5706784,2018-10-22
5706784,2018-10-28
5706784,2018-11-29
5706784,2018-12-03
5706784,2018-12-06
5706784,2018-12-09
5706784,2018-12-23
5706784,2019-01-01
5706784,2019-01-10
5706784,2019-01-23
5706784,2019-04-12
5706784,2019-04-27
5706784,2019-05-08
5706784,2019-05-09
5706784,2019-05-19
5706784,2019-05-20
5706784,2019-06-02
5706784,2019-06-15
5706784,2019-06-16
5706784,2019-06-23
5706784,2019-07-12
5706784,2019-07-14
5706784,2019-10-27
5706784,2019-11-01
5706784,2019-11-02
5706784,2019-11-15
5706784,2019-12-14
5706784,2020-02-01
5706784,2020-02-13
5706784,2021-09-13
5706784,2021-09-25
5706784,2021-09-26
5706784,2021-10-25
5847239,2015-10-30
5847239,2015-11-11
6181613,2020-07-15
6181613,2020-08-01
6350888,2015-05-17
6350888,2015-06-11
6350888,2015-08-01
6350888,2015-08-09
6350888,2015-08-10
6350888,2015-08-21
6350888,2015-08-29
6350888,2015-09-07
6350888,2015-09-21
6350888,2015-10-11
6350888,2015-10-14
6350888,2015-11-15
6350888,2015-12-14
6350888,2016-01-17
6350888,2016-01-22
6350888,2016-02-29
6350888,2016-03-13
6350888,2016-04-25
6350888,2016-06-21
6350888,2016-07-03
6350888,2016-07-03
6350888,2016-07-07
6350888,2016-07-10
6350888,2016-07-10
6350888,2016-07-12
6350888,2016-07-13
6350888,2016-07-16
6350888,2016-07-17
6350888,2016-08-15
6350888,2016-08-20
6350888,2016-08-29
6350888,2016-09-17
6350888,2016-09-21
6350888,2016-09-25
6350888,2016-10-15
6350888,2016-10-30
6350888,2016-12-27
6350888,2017-05-07
6350888,2017-07-08
6350888,2017-07-25
6350888,2017-08-21
6350888,2017-09-13
6350888,2017-09-16
6350888,2017-09-18
6350888,2017-09-20
6350888,2018-01-26
6350888,2018-02-02
6350888,2018-02-11
6350888,2018-07-06
6350888,2018-08-30
6350888,2018-10-03
6350888,2018-10-07
6350888,2018-12-04
6350888,2018-12-19
6350888,2018-12-26
6350888,2019-01-02
6350888,2019-01-23
6350888,2019-02-28
6350888,2020-03-08
6350888,2020-03-13
6350888,2020-03-27
6350888,2021-09-08
6470478,2015-07-10
6470478,2015-07-20
6470478,2019-01-20
6470478,2019-03-13
6470478,2020-12-28
6479011,2015-06-21
6479011,2015-06-29
6479011,2015-07-15
6479011,2015-07-26
6479011,2015-09-08
6479011,2015-09-24
6479011,2015-09-29
6479011,2015-10-11
6479011,2015-10-25
6479011,2015-11-01
6479011,2015-11-08
